"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3431051";"";"None";"377.45";"0";"3.25";"TCMDC-143216";"COc1ccc(Nc2nc(-c3ccccn3)cc(N3CCCC(O)C3)n2)cc1";"IC50";"'='";"50118.72";"nM";"4.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431054";"";"None";"306.41";"0";"3.65";"TCMDC-143220";"CC(C)(C)C(=O)NCCc1csc(-c2ccc(F)cc2)n1";"IC50";"'='";"79432.82";"nM";"4.10";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431056";"";"None";"437.58";"0";"4.56";"TCMDC-143222";"O=C(Cc1ccc(F)cc1)N(Cc1cccnc1)C1CCN(CCc2cccs2)CC1";"IC50";"'='";"25.12";"nM";"7.60";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431070";"";"None";"419.48";"0";"3.01";"TCMDC-143237";"CN(C)S(=O)(=O)c1cccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)c1";"IC50";"'='";"12589.25";"nM";"4.90";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431084";"";"None";"313.79";"0";"3.53";"TCMDC-143251";"Cc1nn2c(=O)c3c([nH]c2c1-c1ccc(Cl)cc1)CCCC3";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431097";"";"None";"422.92";"0";"3.36";"TCMDC-143265";"CN(C)S(=O)(=O)c1ccc(Cl)c(C(=O)Nc2nc(-c3ccccn3)cs2)c1";"IC50";"'='";"31622.78";"nM";"4.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL1487467";"";"None";"316.36";"0";"3.51";"TCMDC-143138";"O=C(NCCc1csc(-c2cccc(F)c2)n1)c1ccco1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3430996";"";"None";"403.20";"0";"2.64";"TCMDC-143156";"O=C(Nc1ccc(Br)cn1)c1ccc(Cn2cnc([N+](=O)[O-])n2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431072";"";"None";"368.46";"0";"3.34";"TCMDC-143239";"CCc1ccc2nc(NC(=O)c3cc(N4CCOCC4)ccn3)sc2c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3430925";"";"None";"258.20";"0";"1.23";"TCMDC-143073";"O=[N+]([O-])c1ccc(-c2nnn(-c3cccnc3)n2)o1";"IC50";"'='";"3981.07";"nM";"5.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3430913";"";"None";"506.52";"0";"3.01";"TCMDC-143085";"CN(C)Cc1ccc(-c2ccc(S(=O)(=O)NCC3CCCO3)c(F)c2)cc1.O=C(O)C(F)(F)F";"IC50";"'='";"39810.72";"nM";"4.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3430972";"";"None";"321.85";"0";"2.72";"TCMDC-143127";"CN1CCCN(C(=O)c2ccc(N3CCCC3)cc2Cl)CC1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL526199";"";"None";"426.54";"0";"3.48";"TCMDC-124508";"Cc1ccc(NC(C)C(=O)Nc2ccc(C#N)cc2)cc1S(=O)(=O)N1CCCCC1";"IC50";"'='";"15848.93";"nM";"4.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL2098276";"";"None";"387.48";"0";"4.01";"TCMDC-142900";"COc1ccc(C(=O)[C@H]2C[C@@H]2CN(Cc2ccccn2)Cc2ccccn2)cc1";"IC50";"'='";"39810.72";"nM";"4.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL1487481";"";"None";"351.39";"0";"4.21";"TCMDC-143137";"COc1ccc(-c2nc3ncccc3o2)cc1NC(=O)c1cccs1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431119";"";"None";"366.42";"0";"2.95";"TCMDC-143287";"Cc1cc2cc(CNc3ccc4c(c3)OCO4)c(=O)n(CCO)c2cc1C";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431135";"";"None";"311.38";"0";"3.46";"TCMDC-143304";"Cc1c(C(=O)NCCCCn2ccnc2)oc2c(C)cccc12";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431139";"";"None";"342.40";"0";"4.24";"TCMDC-143308";"Cc1ccc2ccc(C(Nc3ccccn3)c3cccnc3)c(O)c2n1";"IC50";"'='";"50.12";"nM";"7.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431147";"";"None";"329.57";"0";"4.19";"TCMDC-143316";"Cc1cc(Oc2cc(Cl)c(Cl)cc2Cl)n2ncnc2n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3430938";"";"None";"474.48";"0";"3.10";"TCMDC-143090";"Cc1ccccc1CNC(=O)CN(Cc1ccccn1)Cc1ccccn1.O=C(O)C(F)(F)F";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3430978";"";"None";"409.41";"0";"4.44";"TCMDC-143134";"O=C(Nc1ccc(C(F)(F)F)cc1)NC1(C(=O)NCc2ccco2)CCCCC1";"IC50";"'>'";"31622.78";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431140";"";"None";"364.49";"0";"3.72";"TCMDC-143309";"COc1ccccc1C=CCN1C[C@H]2CCC[C@@H](C1)C2(O)c1cccnc1";"IC50";"'='";"125.89";"nM";"6.90";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431144";"";"None";"495.60";"0";"3.82";"TCMDC-143313";"COc1ccc(NS(=O)(=O)c2cc(NC(=O)Cc3ccc(C)cc3)ccc2N2CCOCC2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431434";"";"None";"426.90";"0";"3.34";"TCMDC-143637";"CNc1cc(Cn2c(C(=O)c3cc(C)cc(Cl)c3)c(C(C)C)c(=O)[nH]c2=O)ccn1";"IC50";"'='";"31.62";"nM";"7.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431069";"";"None";"288.31";"0";"2.66";"TCMDC-143236";"Nc1nc(-c2ccccc2)cc(-c2nc3cccnc3[nH]2)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL530275";"";"None";"294.40";"0";"4.16";"TCMDC-125825";"c1ccc(-c2nc(NC3CCCCC3)cc(C3CC3)n2)nc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431003";"";"None";"463.49";"0";"3.73";"TCMDC-143163";"COc1ccc(NS(=O)(=O)c2cc(NC(=O)c3ccc([N+](=O)[O-])s3)ccc2OC)cc1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431045";"";"None";"468.47";"0";"3.98";"TCMDC-143210";"Cc1cc(NC(=O)C2CC2)ccc1OC1CCN(Cc2ccco2)CC1.O=C(O)C(F)(F)F";"IC50";"'='";"63095.73";"nM";"4.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431067";"";"None";"495.45";"0";"3.89";"TCMDC-143234";"O=C(NC(CO)c1ccc(F)cc1)c1ccc(-c2c[nH]c3ncccc23)s1.O=C(O)C(F)(F)F";"IC50";"'='";"1258.93";"nM";"5.90";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431081";"";"None";"416.48";"0";"3.72";"TCMDC-143248";"COc1ccc(S(=O)(=O)NC(C)C)cc1Nc1ncc(-c2cccc(F)c2)cn1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431083";"";"None";"365.43";"0";"4.79";"TCMDC-143250";"CCC(CC)C(=O)Nc1ccc(-c2nnc(-c3ccc(OC)cc3)o2)cc1";"IC50";"'='";"12589.25";"nM";"4.90";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431130";"";"None";"343.37";"0";"1.93";"TCMDC-143298";"COc1ccc(C(C)N(C)c2ncc3c(N)nc(N)nc3n2)cc1F";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431163";"";"None";"473.62";"0";"4.18";"TCMDC-143333";"Cc1nc(N2CCC(C(=O)N3CCC(O)(c4cccnc4)CC3)CC2)nc2ccc(C(C)C)cc12";"IC50";"'='";"125.89";"nM";"6.90";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431165";"";"None";"466.61";"0";"4.46";"TCMDC-143335";"COCCn1cnc2cc(NC(=O)C3CCCCC3)cc(C(=O)N3CCc4sccc4C3)c21";"IC50";"'='";"50118.72";"nM";"4.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431170";"";"None";"414.47";"0";"2.35";"TCMDC-143341";"N#Cc1cccc(Cc2cc(Nc3cc(C4CC4)[nH]n3)nc(N3CC[C@H]3C(N)=O)n2)c1";"IC50";"'='";"50118.72";"nM";"4.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431182";"";"None";"300.38";"0";"3.93";"TCMDC-143353";"COc1ccc(CNc2nsc3ccccc23)cc1OC";"IC50";"'='";"12589.25";"nM";"4.90";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431185";"";"None";"406.47";"0";"3.74";"TCMDC-143356";"COc1ncc(-c2ccc3nccc(-c4ccncc4)c3c2)cc1NS(C)(=O)=O";"IC50";"'='";"79432.82";"nM";"4.10";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431249";"";"None";"411.40";"0";"3.18";"TCMDC-143422";"Fc1ccccc1N1C[C@H]2CCN(c3cccnc3)C[C@H]2C1.O=C(O)C(F)(F)F";"IC50";"'='";"63.1";"nM";"7.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431301";"";"None";"282.31";"0";"1.32";"TCMDC-143475";"Cn1nccc1NC(=O)Cn1ccc(-c2ccncc2)n1";"IC50";"'='";"6309.57";"nM";"5.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
"CHEMBL3431006";"";"None";"341.19";"0";"3.98";"TCMDC-143166";"Cc1cc(NC(=O)c2ccc([N+](=O)[O-])s2)ccc1Br";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3431458";"GSK_TCAKS: pIC50 CYP51 from Trypanosoma cruzi.";"F";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL1075110";"Sterol 14-alpha demethylase";"Trypanosoma cruzi (strain CL Brener)";"SINGLE PROTEIN";"CHEMBL3430912";"29";"GSK Kinetoplastid Screening";"";"";"None";"";"";""
